,supplier_id,account_id,date_issue,timestamp,company_id,id,credit,amount,descrition,file,debit,balance,name,slug,department_id
640,1849,,2017-01-19,2017-01-20 11:25:27.821403,1,666,4381.85,4381.85,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-109,
643,1053,,2017-01-19,2017-01-20 11:51:18.495878,1,669,6411.49,6411.49,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-112,
644,1710,,2016-07-24,2017-01-23 09:24:57.292760,1,670,99.98,99.98,PAGADO EN EFECT. BORJA,,,,PAGADO EN EFECT. BORJA,pagado-en-efect-borja,
645,1930,,2017-01-16,2017-01-23 09:53:51.461360,1,671,45.0,45.0,PAGADO EN EFECT. POR TOMÁS,,,,PAGADO EN EFECT. POR TOMÁS,pagado-en-efect-por-tomas,
646,1930,,2017-01-16,2017-01-23 09:54:34.829930,1,672,45.0,45.0,PAGADO EN EFECT. POR TOMÁS,,,,PAGADO EN EFECT. POR TOMÁS,pagado-en-efect-por-tomas-2,
648,973,,2017-01-24,2017-01-24 17:38:15.970132,1,674,1969.13,1969.13,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-114,
651,1711,,2017-01-25,2017-01-25 12:21:35.594073,1,677,5086.94,5086.94,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-117,
652,651,,2017-01-25,2017-01-25 12:27:30.696659,1,678,9689.6,9689.6,CONFIRMING CAJAMAR,file/receipt_note/tranfer_24_01_2017.pdf,,,CONFIRMING CAJAMAR,confirming-cajamar-54,
654,32,,2017-01-25,2017-01-25 17:39:44.289092,1,680,10000.0,10000.0,CONFIRMING BCO. POPULAR,,,,CONFIRMING BCO. POPULAR,confirming-bco-popular-2,
655,1926,,2017-01-25,2017-01-26 08:16:36.539712,1,681,13312.58,13312.58,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-118,
656,1124,,2017-01-26,2017-01-26 09:09:33.199263,1,682,7092.09,7092.09,PAGO SEGURO,,,,PAGO SEGURO,pago-seguro,
657,294,,2017-01-26,2017-01-26 16:22:09.031526,1,683,3328.67,3328.67,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-119,1.0
659,684,,2017-01-26,2017-01-27 11:23:33.584136,1,685,39671.35,39671.35,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-121,
660,684,,2017-01-27,2017-01-30 08:03:29.626924,1,686,9388.38,9388.38,CONFIRMING DEUTSCHE,,,,CONFIRMING DEUTSCHE,confirming-deutsche-24,
663,1792,,2017-01-31,2017-01-31 12:07:46.042038,1,689,-560.15,-560.15,PAGARÉ A NUESTRO FAVOR,,,,PAGARÉ A NUESTRO FAVOR,pagare-a-nuestro-favor,
664,1609,,2017-01-31,2017-01-31 17:35:25.647658,1,690,2109.8,2109.8,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-55,
665,650,,2017-01-31,2017-01-31 17:42:10.850366,1,691,26872.81,26872.81,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-56,
667,1053,,2017-02-01,2017-02-02 08:14:59.325362,1,693,6892.46,6892.46,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-123,
670,32,,2017-02-01,2017-02-02 08:58:49.912549,1,696,14000.0,14000.0,CONFIRMING DEUTSCHE,,,,CONFIRMING DEUTSCHE,confirming-deutsche-25,
671,294,,2017-02-02,2017-02-02 16:27:58.899411,1,697,4622.1,4622.1,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-125,1.0
674,1877,,2017-01-31,2017-02-07 08:04:00.028501,1,700,4816.14,4816.14,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-126,1.0
675,1797,,2017-02-02,2017-02-07 08:09:09.437720,1,701,4544.0,4544.0,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-127,
676,56,,2017-02-06,2017-02-07 15:51:06.326938,1,702,11457.16,11457.16,CONFIRMING POPULAR,,,,CONFIRMING POPULAR,confirming-popular-45,
677,1849,,2017-02-08,2017-02-08 11:58:24.977841,1,703,8666.84,8666.84,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-128,1.0
678,10,,2017-02-09,2017-02-09 11:31:44.178182,1,704,10000.0,10000.0,CONFIRMING POPULAR,,,,CONFIRMING POPULAR,confirming-popular-46,
681,1164,,2017-02-09,2017-02-13 08:28:48.953389,1,707,2779.72,2779.72,CONFIRMING DEUTSCHE,,,,CONFIRMING DEUTSCHE,confirming-deutsche-29,1.0
682,294,,2017-02-09,2017-02-13 08:34:25.949333,1,708,4888.81,4888.81,CONFIRMING DEUTSCHE,,,,CONFIRMING DEUTSCHE,confirming-deutsche-30,1.0
684,259,,2017-02-13,2017-02-13 09:12:21.854685,1,710,-159.73,-159.73,ABONO 2015,,,,ABONO 2015,abono-2015,1.0
685,650,,2017-02-13,2017-02-13 16:45:05.123646,1,711,6385.06,6385.06,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-129,
686,1418,,2017-02-14,2017-02-14 12:40:38.852545,1,713,9085.29,9085.29,CONFIRMING DEUTSCHE,,,,CONFIRMING DEUTSCHE,confirming-deutsche-32,
690,1959,,2017-02-08,2017-02-16 11:42:16.506178,1,717,9648.38,9648.38,FRA. SUECA,,,,FRA. SUECA,fra-sueca,
691,1959,,2017-02-08,2017-02-16 11:42:34.824501,1,718,15000.0,15000.0,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-130,
692,1959,,2017-02-16,2017-02-16 11:42:55.122944,1,719,15388.33,15388.33,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-131,
694,1877,,2017-02-16,2017-02-16 16:50:41.445535,1,721,12252.79,12252.79,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-133,1.0
696,294,,2017-02-16,2017-02-16 16:57:18.965400,1,723,4582.83,4582.83,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-135,1.0
697,1476,,2017-02-16,2017-02-17 09:02:31.498305,1,724,4464.71,4464.71,CONFIRMING DEUTSCHE,,,,CONFIRMING DEUTSCHE,confirming-deutsche-34,
698,1418,,2017-02-20,2017-02-21 07:56:05.240204,1,725,10073.25,10073.25,CONFIRMING POPULAR,,,,CONFIRMING POPULAR,confirming-popular-47,
700,1914,,2017-02-21,2017-02-21 12:38:32.307181,1,727,27504.0,27504.0,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-136,
705,1422,,2017-02-23,2017-02-23 11:36:08.056162,1,732,3866.56,3866.56,CONFIRMING POPULAR,,,,CONFIRMING POPULAR,confirming-popular-51,1.0
706,294,,2017-02-23,2017-02-23 11:43:08.771754,1,733,5971.97,5971.97,CONFIRMING POPULAR,,,,CONFIRMING POPULAR,confirming-popular-52,1.0
710,1969,,2017-02-27,2017-02-27 16:07:31.368412,1,737,1080.0,1080.0,PAGADO SALVA,,,,PAGADO SALVA,pagado-salva,
712,1914,,2017-02-28,2017-02-28 15:47:59.498245,1,739,27504.0,27504.0,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-137,
715,294,,2017-03-02,2017-03-02 11:02:20.821866,1,742,4126.9,4126.9,CONFIRMING POPULAR,,,,CONFIRMING POPULAR,confirming-popular-58,1.0
716,1959,,2017-03-07,2017-03-07 17:26:32.332218,1,743,1580.0,1580.0,salda fra 7 de servar,,,,salda fra 7 de servar,salda-fra-7-de-servar,
717,1959,,2017-03-07,2017-03-07 17:27:00.393555,1,744,18420.0,18420.0,salda a cta. fra 265,,,,salda a cta. fra 265,salda-a-cta-fra-265,
718,436,,2017-02-23,2017-03-08 08:09:02.680764,1,745,8000.0,8000.0,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-58,
722,921,,2017-03-08,2017-03-08 11:22:17.634811,1,749,5152.98,5152.98,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-139,
723,1619,,2017-03-09,2017-03-09 08:24:02.118654,2,750,2662.0,2662.0,SE PASAN RECIBOS MENSUALES,,,,SE PASAN RECIBOS MENSUALES,se-pasan-recibos-mensuales,
729,294,,2017-03-09,2017-03-09 16:44:57.902020,1,757,4363.2,4363.2,CONFIRMING CAIXA,,,,CONFIRMING CAIXA,confirming-caixa-70,1.0
730,1878,,2017-03-09,2017-03-09 17:34:01.286876,1,758,4181.89,4181.89,CONFIRMING CAIXA,,,,CONFIRMING CAIXA,confirming-caixa-71,
732,1959,,2017-03-09,2017-03-10 08:20:55.339175,1,760,22361.95,22361.95,CONFIRMING DEUTSCHE,,,,CONFIRMING DEUTSCHE,confirming-deutsche-38,
735,395,,2017-03-14,2017-03-14 12:30:37.378615,1,763,6456.0,6456.0,CONFIRMING LA CAIXA,,,,CONFIRMING LA CAIXA,confirming-la-caixa-3,
738,1326,,2017-03-21,2017-03-21 08:06:08.478949,1,766,3730.77,3730.77,CONFIRMING CAIXA,,,,CONFIRMING CAIXA,confirming-caixa-72,1.0
743,786,,2017-03-15,2017-03-21 08:47:23.078853,1,771,4264.04,4264.04,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-64,
746,16,,2017-03-21,2017-03-21 09:08:55.578990,1,774,0.0,0.0,-----------EMBARGO HACIENDA 10/03/17---------,,,,-----------EMBARGO HACIENDA 10/03/17---------,embargo-hacienda-100317,
747,11,,2017-03-21,2017-03-21 09:10:00.678640,2,775,0.0,0.0,-----------EMBARGO HACIENDA 15/03/17---------,,,,-----------EMBARGO HACIENDA 15/03/17---------,embargo-hacienda-150317,
748,1769,,2017-03-21,2017-03-21 09:10:45.478918,1,776,0.0,0.0,-----------EMBARGO HACIENDA 16/03/17---------,,,,-----------EMBARGO HACIENDA 16/03/17---------,embargo-hacienda-160317,
749,921,,2017-03-21,2017-03-22 08:05:16.579072,1,777,7948.26,7948.26,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-140,
750,1921,,2017-03-22,2017-03-22 08:07:49.615340,1,778,0.0,0.0,-----------EMBARGO HACIENDA 11/03/17---------,,,,-----------EMBARGO HACIENDA 11/03/17---------,embargo-hacienda-110317-2,
752,1849,,2017-03-22,2017-03-23 12:34:32.110892,1,780,11434.06,11434.06,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-67,1.0
753,294,,2017-03-22,2017-03-23 12:38:29.511089,1,781,6280.66,6280.66,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-68,1.0
756,1972,,2017-03-23,2017-03-24 10:34:53.479208,1,784,3819.0,3819.0,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-69,
757,16,,2017-03-27,2017-03-27 07:16:30.794574,1,785,0.0,0.0,------EMBARGO Tª SEG SOCIAL 20-03-2017---------,,,,------EMBARGO Tª SEG SOCIAL 20-03-2017---------,embargo-ta-seg-social-20-03-2017,
764,1386,,2017-03-27,2017-03-28 08:51:12.178879,1,792,2544.0,2544.0,CONFIRMING CAIXA,,,,CONFIRMING CAIXA,confirming-caixa-76,
765,1073,,2017-03-28,2017-03-29 10:29:31.579030,1,793,10543.93,10543.93,CONFIRMING BBVA,,,,CONFIRMING BBVA,confirming-bbva,
766,10,,2017-03-27,2017-03-29 10:37:43.478949,1,794,3630.0,3630.0,CONFIRMING BBVA,,,,CONFIRMING BBVA,confirming-bbva-2,
767,10,,2017-03-28,2017-03-29 10:51:00.748500,1,795,8190.64,8190.64,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-72,
768,1790,,2017-03-23,2017-03-29 16:12:40.478868,1,796,10958.46,10958.46,CONFIRMING BMN,,,,CONFIRMING BMN,confirming-bmn,
770,1877,,2017-03-24,2017-03-29 16:56:08.252969,1,798,11114.49,11114.49,CONFIRMING BMN,,,,CONFIRMING BMN,confirming-bmn-3,1.0
775,294,,2017-03-30,2017-03-30 16:55:40.578970,1,803,6435.27,6435.27,CONFIRMING POPULAR,,,,CONFIRMING POPULAR,confirming-popular-60,1.0
776,16,,2017-03-31,2017-03-31 12:05:10.125735,2,804,0.0,0.0,-----------EMBARGO HACIENDA 27/03/17---------,,,,-----------EMBARGO HACIENDA 27/03/17---------,embargo-hacienda-270317,
778,2006,,2017-04-03,2017-04-03 14:29:49.982146,1,806,4397.7,4397.7,CONFIRMING BMN,,,,CONFIRMING BMN,confirming-bmn-5,
784,2007,,2017-04-04,2017-04-04 11:59:28.461506,1,812,9708.38,9708.38,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-142,
785,473,,2017-04-04,2017-04-04 14:31:31.673942,1,813,6067.16,6067.16,CONFIRMING CAIXA,,,,CONFIRMING CAIXA,confirming-caixa-77,
786,1923,,2017-04-04,2017-04-04 14:45:13.079129,1,814,2659.64,2659.64,CONFIRMING CAIXA,,,,CONFIRMING CAIXA,confirming-caixa-78,
787,1338,,2017-04-04,2017-04-04 14:50:50.578847,1,815,2942.72,2942.72,CONFIRMING CAIXA,,,,CONFIRMING CAIXA,confirming-caixa-79,
788,26,,2017-04-04,2017-04-05 07:41:26.580302,1,816,39312.45,39312.45,CONFIRMING BBVA,,,,CONFIRMING BBVA,confirming-bbva-3,
789,1959,,2017-04-04,2017-04-05 07:47:30.986855,1,817,20000.0,20000.0,CONFIRMING CAIXA,,,,CONFIRMING CAIXA,confirming-caixa-80,
790,1959,,2017-04-06,2017-04-07 10:30:13.179549,1,818,30000.0,30000.0,CONFIRMING BBVA,,,,CONFIRMING BBVA,confirming-bbva-4,
791,1959,,2017-04-06,2017-04-07 10:30:30.178952,1,819,20000.0,20000.0,CONFIRMING BBVA,,,,CONFIRMING BBVA,confirming-bbva-5,
793,1959,,2017-04-07,2017-04-07 11:14:56.881915,1,821,20000.0,20000.0,CONFIRMING DEUTSCHE,,,,CONFIRMING DEUTSCHE,confirming-deutsche-40,
795,655,,2017-04-06,2017-04-07 14:46:48.610139,1,823,4742.73,4742.73,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-80,1.0
797,1275,,2017-04-04,2017-04-11 07:25:24.682408,1,825,14925.91,14925.91,CONFIRMING DEUTSCHE,,,,CONFIRMING DEUTSCHE,confirming-deutsche-41,
798,395,,2017-04-10,2017-04-11 07:32:25.481178,1,826,5000.0,5000.0,CONFIRMIG CAIXA,,,,CONFIRMIG CAIXA,confirmig-caixa,
799,472,,2017-04-10,2017-04-11 07:36:18.181443,1,827,2415.0,2415.0,CONFIRMING CAIXA,,,,CONFIRMING CAIXA,confirming-caixa-81,
800,1849,,2017-04-10,2017-04-11 15:12:45.579685,1,828,12506.85,12506.85,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-82,
801,1006,,2017-04-10,2017-04-11 15:18:11.088976,1,829,6561.0,6561.0,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-83,
804,294,,2017-04-11,2017-04-11 15:40:59.082959,1,832,4860.26,4860.26,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-86,1.0
805,1418,,2017-04-11,2017-04-12 10:37:34.481499,1,833,8778.55,8778.55,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-87,
807,1959,,2017-04-12,2017-04-12 10:47:35.979167,1,835,37420.17,37420.17,SALDA FRA. 265,,,,SALDA FRA. 265,salda-fra-265,
808,1972,,2017-04-12,2017-04-12 14:36:39.278747,1,836,3473.0,3473.0,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-89,
812,1959,,2017-04-12,2017-04-18 14:41:36.663209,1,840,13562.73,13562.73,CONFIRMING BBVA,,,,CONFIRMING BBVA,confirming-bbva-8,
813,313,,2017-04-04,2017-04-18 16:00:39.655856,1,841,10165.44,10165.44,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-90,
814,2003,,2017-04-13,2017-04-19 07:10:29.726292,1,842,69.0,69.0,Pagado por Antonio Martinez,,,,Pagado por Antonio Martinez,pagado-por-antonio-martinez,
815,14,,2017-04-17,2017-04-19 07:25:56.379267,3,843,0.0,0.0,--------Embargo Seguridad Social 17/04/17--------,,,,--------Embargo Seguridad Social 17/04/17--------,embargo-seguridad-social-170417,
816,1476,,2017-04-19,2017-04-19 07:35:33.978836,1,844,0.0,0.0,-----------EMBARGO HACIENDA 10/04/17---------,,,,-----------EMBARGO HACIENDA 10/04/17---------,embargo-hacienda-100417,
817,14,,2017-04-19,2017-04-19 08:21:54.018877,1,845,0.0,0.0,--------Embargo Seguridad Social  19/04/17-------,,,,--------Embargo Seguridad Social  19/04/17-------,embargo-seguridad-social-190417,
818,1269,,2017-04-19,2017-04-20 10:10:48.478898,1,846,9206.46,9206.46,CONFIRMING CAIXA,,,,CONFIRMING CAIXA,confirming-caixa-82,
819,14,,2017-04-20,2017-04-20 11:10:51.478658,2,847,0.0,0.0,-----------EMBARGO HACIENDA 10/04/17---------,,,,-----------EMBARGO HACIENDA 10/04/17---------,embargo-hacienda-100417-2,
820,1216,,2017-04-20,2017-04-20 11:43:56.269261,1,848,17875.67,17875.67,CONFIRMING IBERCAJA,,,,CONFIRMING IBERCAJA,confirming-ibercaja-86,
824,395,,2017-04-20,2017-04-26 10:05:34.578831,1,852,5000.0,5000.0,CONFIRMING CAIXA,,,,CONFIRMING CAIXA,confirming-caixa-83,
825,1877,,2017-04-25,2017-04-26 10:10:47.678762,1,853,12252.79,12252.79,CONFIRMING DEUTSCHE,,,,CONFIRMING DEUTSCHE,confirming-deutsche-42,1.0
827,1489,,2017-04-25,2017-04-27 07:58:12.379141,1,855,6775.68,6775.68,CONFIRMING SANTANDER,,,,CONFIRMING SANTANDER,confirming-santander-27,
829,294,,2017-04-27,2017-04-27 09:56:39.613967,1,857,6070.07,6070.07,CONFIRMING IBERCAJA,,,,CONFIRMING IBERCAJA,confirming-ibercaja-87,1.0
835,2006,,2017-04-27,2017-05-02 07:51:10.079089,1,863,5157.4,5157.4,CONFIRMING CAIXA,,,,CONFIRMING CAIXA,confirming-caixa-84,
836,1959,,2017-04-27,2017-05-02 14:17:03.134094,1,864,25000.0,25000.0,CONFIRMING BBVA,,,,CONFIRMING BBVA,confirming-bbva-10,
837,2044,,2017-05-02,2017-05-02 14:27:36.180874,1,865,2224.04,2224.04,CONFIRMING DEUTSCHE,,,,CONFIRMING DEUTSCHE,confirming-deutsche-43,
840,1609,,2017-05-03,2017-05-04 16:11:04.067728,1,868,1748.02,1748.02,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-145,
841,395,,2017-05-04,2017-05-05 07:16:13.979207,1,869,5000.0,5000.0,CONFIRMING CAIXA,,,,CONFIRMING CAIXA,confirming-caixa-85,
842,529,,2017-05-04,2017-05-05 07:18:40.978906,1,870,29338.0,29338.0,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-146,
844,313,,2017-04-20,2017-05-05 07:37:19.379146,1,872,10742.17,10742.17,CONFIRMING IBERCAJA,,,,CONFIRMING IBERCAJA,confirming-ibercaja-91,
847,1942,,2017-04-20,2017-05-05 10:30:43.978915,1,875,5611.98,5611.98,CONFIRMING IBERCAJA,,,,CONFIRMING IBERCAJA,confirming-ibercaja-94,
850,1923,,2017-05-03,2017-05-05 10:44:50.879182,1,878,1626.09,1626.09,CONFIRMING CAIXA,,,,CONFIRMING CAIXA,confirming-caixa-87,
853,2006,,2017-05-02,2017-05-05 11:54:24.878845,1,881,1595.37,1595.37,CONFIRMING LA CAIXA,,,,CONFIRMING LA CAIXA,confirming-la-caixa-5,
854,313,,2017-05-05,2017-05-05 14:48:00.678976,1,882,15087.0,15087.0,CONFIRMING CAIXA,,,,CONFIRMING CAIXA,confirming-caixa-88,
855,1783,,2017-05-08,2017-05-08 14:19:36.078592,1,883,0.0,0.0,-----------EMBARGO HACIENDA 08/05/17---------,,,,-----------EMBARGO HACIENDA 08/05/17---------,embargo-hacienda-080517,
858,1923,,2017-03-09,2017-05-09 10:22:07.679086,1,886,2584.9,2584.9,CONFIRMING CAIXA,,,,CONFIRMING CAIXA,confirming-caixa-89,
859,1489,,2017-05-09,2017-05-09 14:05:07.581174,1,887,5395.59,5395.59,CONFIRMING POPULAR,,,,CONFIRMING POPULAR,confirming-popular-61,
860,1923,,2017-05-09,2017-05-09 14:07:12.380749,1,888,22853.81,22853.81,CONFIRMING POPULAR,,,,CONFIRMING POPULAR,confirming-popular-62,
861,1814,,2017-05-09,2017-05-09 14:17:33.108862,1,889,0.0,0.0,-----------EMBARGO HACIENDA 08/05/17---------,,,,-----------EMBARGO HACIENDA 08/05/17---------,embargo-hacienda-080517-2,
862,16,,2017-05-05,2017-05-09 14:38:55.686967,2,890,0.0,0.0,--------EMBARGO JUZGADO BARCELONA 05-05-2017--------,,,,--------EMBARGO JUZGADO BARCELONA 05-05-2017--------,embargo-juzgado-barcelona-05-05-2017-2,
863,16,,2017-05-05,2017-05-09 14:39:17.032618,1,891,0.0,0.0,--------EMBARGO JUZGADO BARCELONA 05-05-2017--------,,,,--------EMBARGO JUZGADO BARCELONA 05-05-2017--------,embargo-juzgado-barcelona-05-05-2017,
864,16,,2017-05-09,2017-05-09 14:40:16.178707,2,892,0.0,0.0,------TESORERIA SEG SOCIAL 09-05-2017-----,,,,------TESORERIA SEG SOCIAL 09-05-2017-----,tesoreria-seg-social-09-05-2017,
865,1849,,2017-05-10,2017-05-11 15:07:57.779751,1,893,11321.64,11321.64,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-91,1.0
866,472,,2017-05-10,2017-05-11 15:14:04.382699,1,894,7245.0,7245.0,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-92,
868,2007,,2017-05-10,2017-05-11 15:24:30.408606,1,896,4739.13,4739.13,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-94,
869,515,,2017-05-10,2017-05-11 15:34:25.778692,1,897,2834.93,2834.93,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-95,
870,529,,2017-05-10,2017-05-12 10:22:29.417897,1,898,29338.0,29338.0,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-150,
872,2006,,2017-05-10,2017-05-12 10:32:14.463461,1,900,3959.0,3959.0,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-152,
873,1164,,2017-05-10,2017-05-12 10:38:20.579434,1,901,2584.03,2584.03,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-153,1.0
875,294,,2017-05-11,2017-05-12 10:50:32.702782,1,903,7334.76,7334.76,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-97,1.0
876,11,,2017-05-15,2017-05-15 11:06:24.408502,1,904,0.0,0.0,-----------EMBARGO HACIENDA 03/05/17---------,,,,-----------EMBARGO HACIENDA 03/05/17---------,embargo-hacienda-030517,
877,1275,,2017-05-16,2017-05-17 09:48:37.385370,1,905,8068.91,8068.91,CONFIRMING DEUTSCHE,,,,CONFIRMING DEUTSCHE,confirming-deutsche-44,
878,2062,,2017-05-15,2017-05-17 09:59:47.278896,1,906,90.97,90.97,EFECTIVO,,,,EFECTIVO,efectivo-13,
880,1959,,2017-05-15,2017-05-17 10:58:24.694704,1,908,28065.41,28065.41,CONFIRMING BBVA,,,,CONFIRMING BBVA,confirming-bbva-14,
882,1923,,2017-05-17,2017-05-17 11:24:25.079253,1,910,15431.81,15431.81,CONFIRMING SANTANDER,,,,CONFIRMING SANTANDER,confirming-santander-28,
883,1418,,2017-05-17,2017-05-18 14:11:21.232376,1,911,9085.29,9085.29,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-98,
884,727,,2017-05-17,2017-05-18 14:26:22.680653,1,912,6950.35,6950.35,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-99,
885,973,,2017-05-17,2017-05-18 14:28:11.491662,1,913,4477.21,4477.21,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-100,
886,655,,2017-05-18,2017-05-18 15:18:51.217950,1,914,2105.83,2105.83,CONFIRMING CAIXA,,,,CONFIRMING CAIXA,confirming-caixa-90,1.0
890,1422,,2017-05-18,2017-05-18 15:52:17.915384,1,918,3038.08,3038.08,CONFIRMING CAIXA,,,,CONFIRMING CAIXA,confirming-caixa-94,1.0
891,1959,,2017-01-01,2017-05-19 11:11:53.292293,2,919,122457.91,122457.91,DEUDA IGH,,,,DEUDA IGH,deuda-igh,
892,1959,,2017-01-01,2017-05-19 11:12:39.040963,1,920,186900.64,186900.64,DEUDA SERVAR,,,,DEUDA SERVAR,deuda-servar,
896,294,,2017-05-22,2017-05-22 14:27:28.729710,1,924,9846.5,9846.5,CONFIRMING SANTANDER,,,,CONFIRMING SANTANDER,confirming-santander-31,1.0
897,2031,,2017-04-08,2017-05-24 14:50:54.257557,1,925,200.0,200.0,EFECTIVO SALVA,,,,EFECTIVO SALVA,efectivo-salva,
900,1293,,2017-05-24,2017-05-24 15:35:15.079931,1,928,3055.87,3055.87,CONFIRMING CAIXA,,,,CONFIRMING CAIXA,confirming-caixa-98,
902,2072,,2017-05-24,2017-05-24 15:52:27.961123,1,930,2380.95,2380.95,CONFIRMING CAIXA,,,,CONFIRMING CAIXA,confirming-caixa-100,
906,2006,,2017-05-24,2017-05-24 16:13:32.748528,1,934,2483.47,2483.47,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-156,
907,395,,2017-05-24,2017-05-24 16:16:51.722487,1,935,12000.0,12000.0,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-157,
908,1877,,2017-05-24,2017-05-25 07:18:30.526868,1,936,11842.72,11842.72,CONFIRMING IBERCAJA,,,,CONFIRMING IBERCAJA,confirming-ibercaja-96,1.0
909,1923,,2017-05-24,2017-05-25 07:22:23.318919,1,937,22000.0,22000.0,CONFIRMING IBERCAJA,,,,CONFIRMING IBERCAJA,confirming-ibercaja-97,
910,1888,,2017-05-05,2017-05-25 09:40:11.042203,1,938,3099.6,3099.6,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-158,
911,66,,2017-05-25,2017-05-29 14:14:35.866137,1,939,8299.27,8299.27,CONFIRMING CAJAMAR,,,,CONFIRMING CAJAMAR,confirming-cajamar-101,
912,529,,2017-05-25,2017-05-29 14:19:10.873445,1,940,29338.0,29338.0,CONFIRMING SANTANDER,,,,CONFIRMING SANTANDER,confirming-santander-32,
913,16,,2017-05-26,2017-05-29 15:01:58.818900,1,941,0.0,0.0,------EMBARGO JUZGADO JEREZ DE LA FRONTERA 26-05-17-------,,,,------EMBARGO JUZGADO JEREZ DE LA FRONTERA 26-05-17-------,embargo-juzgado-jerez-de-la-frontera-26-05-17,
914,101,,2017-04-28,2017-05-30 07:44:04.237646,1,942,2500.0,2500.0,CONFIRMING BANKIA,,,,CONFIRMING BANKIA,confirming-bankia-159,
915,1183,,2017-05-31,2017-05-31 15:57:59.817146,1,943,0.0,0.0,-----------EMBARGO HACIENDA 22/05/17---------,,,,-----------EMBARGO HACIENDA 22/05/17---------,embargo-hacienda-220517,
916,1027,,2017-05-30,2017-06-01 07:46:58.589347,1,944,23905.35,23905.35,CONFIRMING BBVA,,,,CONFIRMING BBVA,confirming-bbva-15,
